kind	form	directory	key	path	redirect_ref
unmatched_source	horas	Tempora	084-1	sources/divinum-officium/web/www/horas/Latin/Tempora/084-1.txt	
unmatched_source	horas	Tempora	084-2	sources/divinum-officium/web/www/horas/Latin/Tempora/084-2.txt	
unmatched_source	horas	Tempora	084-3	sources/divinum-officium/web/www/horas/Latin/Tempora/084-3.txt	
unmatched_source	horas	Tempora	084-4	sources/divinum-officium/web/www/horas/Latin/Tempora/084-4.txt	
unmatched_source	horas	Tempora	084-5	sources/divinum-officium/web/www/horas/Latin/Tempora/084-5.txt	
unmatched_source	horas	Tempora	084-6	sources/divinum-officium/web/www/horas/Latin/Tempora/084-6.txt	
unmatched_source	horas	Tempora	085-0	sources/divinum-officium/web/www/horas/Latin/Tempora/085-0.txt	
unmatched_source	horas	Tempora	085-1	sources/divinum-officium/web/www/horas/Latin/Tempora/085-1.txt	
unmatched_source	horas	Tempora	085-2	sources/divinum-officium/web/www/horas/Latin/Tempora/085-2.txt	
unmatched_source	horas	Tempora	085-3	sources/divinum-officium/web/www/horas/Latin/Tempora/085-3.txt	
unmatched_source	horas	Tempora	085-4	sources/divinum-officium/web/www/horas/Latin/Tempora/085-4.txt	
unmatched_source	horas	Tempora	085-5	sources/divinum-officium/web/www/horas/Latin/Tempora/085-5.txt	
unmatched_source	horas	Tempora	085-6	sources/divinum-officium/web/www/horas/Latin/Tempora/085-6.txt	
unmatched_source	horas	Tempora	091-0	sources/divinum-officium/web/www/horas/Latin/Tempora/091-0.txt	
unmatched_source	horas	Tempora	091-1	sources/divinum-officium/web/www/horas/Latin/Tempora/091-1.txt	
unmatched_source	horas	Tempora	091-2	sources/divinum-officium/web/www/horas/Latin/Tempora/091-2.txt	
unmatched_source	horas	Tempora	091-3	sources/divinum-officium/web/www/horas/Latin/Tempora/091-3.txt	
unmatched_source	horas	Tempora	091-4	sources/divinum-officium/web/www/horas/Latin/Tempora/091-4.txt	
unmatched_source	horas	Tempora	091-5	sources/divinum-officium/web/www/horas/Latin/Tempora/091-5.txt	
unmatched_source	horas	Tempora	091-6	sources/divinum-officium/web/www/horas/Latin/Tempora/091-6.txt	
unmatched_source	horas	Tempora	092-0	sources/divinum-officium/web/www/horas/Latin/Tempora/092-0.txt	
unmatched_source	horas	Tempora	092-1	sources/divinum-officium/web/www/horas/Latin/Tempora/092-1.txt	
unmatched_source	horas	Tempora	092-2	sources/divinum-officium/web/www/horas/Latin/Tempora/092-2.txt	
unmatched_source	horas	Tempora	092-3	sources/divinum-officium/web/www/horas/Latin/Tempora/092-3.txt	
unmatched_source	horas	Tempora	092-4	sources/divinum-officium/web/www/horas/Latin/Tempora/092-4.txt	
unmatched_source	horas	Tempora	092-5	sources/divinum-officium/web/www/horas/Latin/Tempora/092-5.txt	
unmatched_source	horas	Tempora	092-6	sources/divinum-officium/web/www/horas/Latin/Tempora/092-6.txt	
unmatched_source	horas	Tempora	093-0	sources/divinum-officium/web/www/horas/Latin/Tempora/093-0.txt	
unmatched_source	horas	Tempora	093-1	sources/divinum-officium/web/www/horas/Latin/Tempora/093-1.txt	
unmatched_source	horas	Tempora	093-2	sources/divinum-officium/web/www/horas/Latin/Tempora/093-2.txt	
unmatched_source	horas	Tempora	093-4	sources/divinum-officium/web/www/horas/Latin/Tempora/093-4.txt	
unmatched_source	horas	Tempora	094-0	sources/divinum-officium/web/www/horas/Latin/Tempora/094-0.txt	
unmatched_source	horas	Tempora	094-1	sources/divinum-officium/web/www/horas/Latin/Tempora/094-1.txt	
unmatched_source	horas	Tempora	094-2	sources/divinum-officium/web/www/horas/Latin/Tempora/094-2.txt	
unmatched_source	horas	Tempora	094-3	sources/divinum-officium/web/www/horas/Latin/Tempora/094-3.txt	
unmatched_source	horas	Tempora	094-4	sources/divinum-officium/web/www/horas/Latin/Tempora/094-4.txt	
unmatched_source	horas	Tempora	094-5	sources/divinum-officium/web/www/horas/Latin/Tempora/094-5.txt	
unmatched_source	horas	Tempora	094-6	sources/divinum-officium/web/www/horas/Latin/Tempora/094-6.txt	
unmatched_source	horas	Tempora	095-0	sources/divinum-officium/web/www/horas/Latin/Tempora/095-0.txt	
unmatched_source	horas	Tempora	095-1	sources/divinum-officium/web/www/horas/Latin/Tempora/095-1.txt	
unmatched_source	horas	Tempora	095-2	sources/divinum-officium/web/www/horas/Latin/Tempora/095-2.txt	
unmatched_source	horas	Tempora	095-3	sources/divinum-officium/web/www/horas/Latin/Tempora/095-3.txt	
unmatched_source	horas	Tempora	095-4	sources/divinum-officium/web/www/horas/Latin/Tempora/095-4.txt	
unmatched_source	horas	Tempora	095-5	sources/divinum-officium/web/www/horas/Latin/Tempora/095-5.txt	
unmatched_source	horas	Tempora	095-6	sources/divinum-officium/web/www/horas/Latin/Tempora/095-6.txt	
unmatched_source	horas	Tempora	101-0	sources/divinum-officium/web/www/horas/Latin/Tempora/101-0.txt	
unmatched_source	horas	Tempora	101-1	sources/divinum-officium/web/www/horas/Latin/Tempora/101-1.txt	
unmatched_source	horas	Tempora	101-2	sources/divinum-officium/web/www/horas/Latin/Tempora/101-2.txt	
unmatched_source	horas	Tempora	101-3	sources/divinum-officium/web/www/horas/Latin/Tempora/101-3.txt	
unmatched_source	horas	Tempora	101-4	sources/divinum-officium/web/www/horas/Latin/Tempora/101-4.txt	
unmatched_source	horas	Tempora	101-5	sources/divinum-officium/web/www/horas/Latin/Tempora/101-5.txt	
unmatched_source	horas	Tempora	101-6	sources/divinum-officium/web/www/horas/Latin/Tempora/101-6.txt	
unmatched_source	horas	Tempora	102-0	sources/divinum-officium/web/www/horas/Latin/Tempora/102-0.txt	
unmatched_source	horas	Tempora	102-1	sources/divinum-officium/web/www/horas/Latin/Tempora/102-1.txt	
unmatched_source	horas	Tempora	102-2	sources/divinum-officium/web/www/horas/Latin/Tempora/102-2.txt	
unmatched_source	horas	Tempora	102-3	sources/divinum-officium/web/www/horas/Latin/Tempora/102-3.txt	
unmatched_source	horas	Tempora	102-4	sources/divinum-officium/web/www/horas/Latin/Tempora/102-4.txt	
unmatched_source	horas	Tempora	102-5	sources/divinum-officium/web/www/horas/Latin/Tempora/102-5.txt	
unmatched_source	horas	Tempora	102-6	sources/divinum-officium/web/www/horas/Latin/Tempora/102-6.txt	
unmatched_source	horas	Tempora	103-0	sources/divinum-officium/web/www/horas/Latin/Tempora/103-0.txt	
unmatched_source	horas	Tempora	103-1	sources/divinum-officium/web/www/horas/Latin/Tempora/103-1.txt	
unmatched_source	horas	Tempora	103-2	sources/divinum-officium/web/www/horas/Latin/Tempora/103-2.txt	
unmatched_source	horas	Tempora	103-3	sources/divinum-officium/web/www/horas/Latin/Tempora/103-3.txt	
unmatched_source	horas	Tempora	103-4	sources/divinum-officium/web/www/horas/Latin/Tempora/103-4.txt	
unmatched_source	horas	Tempora	103-5	sources/divinum-officium/web/www/horas/Latin/Tempora/103-5.txt	
unmatched_source	horas	Tempora	103-6	sources/divinum-officium/web/www/horas/Latin/Tempora/103-6.txt	
unmatched_source	horas	Tempora	104-0	sources/divinum-officium/web/www/horas/Latin/Tempora/104-0.txt	
unmatched_source	horas	Tempora	104-1	sources/divinum-officium/web/www/horas/Latin/Tempora/104-1.txt	
unmatched_source	horas	Tempora	104-2	sources/divinum-officium/web/www/horas/Latin/Tempora/104-2.txt	
unmatched_source	horas	Tempora	104-3	sources/divinum-officium/web/www/horas/Latin/Tempora/104-3.txt	
unmatched_source	horas	Tempora	104-4	sources/divinum-officium/web/www/horas/Latin/Tempora/104-4.txt	
unmatched_source	horas	Tempora	104-5	sources/divinum-officium/web/www/horas/Latin/Tempora/104-5.txt	
unmatched_source	horas	Tempora	104-6	sources/divinum-officium/web/www/horas/Latin/Tempora/104-6.txt	
unmatched_source	horas	Tempora	105-0	sources/divinum-officium/web/www/horas/Latin/Tempora/105-0.txt	
unmatched_source	horas	Tempora	105-1	sources/divinum-officium/web/www/horas/Latin/Tempora/105-1.txt	
unmatched_source	horas	Tempora	105-2	sources/divinum-officium/web/www/horas/Latin/Tempora/105-2.txt	
unmatched_source	horas	Tempora	105-3	sources/divinum-officium/web/www/horas/Latin/Tempora/105-3.txt	
unmatched_source	horas	Tempora	105-4	sources/divinum-officium/web/www/horas/Latin/Tempora/105-4.txt	
unmatched_source	horas	Tempora	105-5	sources/divinum-officium/web/www/horas/Latin/Tempora/105-5.txt	
unmatched_source	horas	Tempora	105-6	sources/divinum-officium/web/www/horas/Latin/Tempora/105-6.txt	
unmatched_source	horas	Tempora	111-0	sources/divinum-officium/web/www/horas/Latin/Tempora/111-0.txt	
unmatched_source	horas	Tempora	111-1	sources/divinum-officium/web/www/horas/Latin/Tempora/111-1.txt	
unmatched_source	horas	Tempora	111-2	sources/divinum-officium/web/www/horas/Latin/Tempora/111-2.txt	
unmatched_source	horas	Tempora	111-3	sources/divinum-officium/web/www/horas/Latin/Tempora/111-3.txt	
unmatched_source	horas	Tempora	111-4	sources/divinum-officium/web/www/horas/Latin/Tempora/111-4.txt	
unmatched_source	horas	Tempora	111-5	sources/divinum-officium/web/www/horas/Latin/Tempora/111-5.txt	
unmatched_source	horas	Tempora	111-6	sources/divinum-officium/web/www/horas/Latin/Tempora/111-6.txt	
unmatched_source	horas	Tempora	112-0	sources/divinum-officium/web/www/horas/Latin/Tempora/112-0.txt	
unmatched_source	horas	Tempora	112-1	sources/divinum-officium/web/www/horas/Latin/Tempora/112-1.txt	
unmatched_source	horas	Tempora	112-2	sources/divinum-officium/web/www/horas/Latin/Tempora/112-2.txt	
unmatched_source	horas	Tempora	112-3	sources/divinum-officium/web/www/horas/Latin/Tempora/112-3.txt	
unmatched_source	horas	Tempora	112-4	sources/divinum-officium/web/www/horas/Latin/Tempora/112-4.txt	
unmatched_source	horas	Tempora	112-5	sources/divinum-officium/web/www/horas/Latin/Tempora/112-5.txt	
unmatched_source	horas	Tempora	112-6	sources/divinum-officium/web/www/horas/Latin/Tempora/112-6.txt	
unmatched_source	horas	Tempora	113-0	sources/divinum-officium/web/www/horas/Latin/Tempora/113-0.txt	
unmatched_source	horas	Tempora	113-1	sources/divinum-officium/web/www/horas/Latin/Tempora/113-1.txt	
unmatched_source	horas	Tempora	113-2	sources/divinum-officium/web/www/horas/Latin/Tempora/113-2.txt	
unmatched_source	horas	Tempora	113-3	sources/divinum-officium/web/www/horas/Latin/Tempora/113-3.txt	
unmatched_source	horas	Tempora	113-4	sources/divinum-officium/web/www/horas/Latin/Tempora/113-4.txt	
unmatched_source	horas	Tempora	113-5	sources/divinum-officium/web/www/horas/Latin/Tempora/113-5.txt	
unmatched_source	horas	Tempora	113-6	sources/divinum-officium/web/www/horas/Latin/Tempora/113-6.txt	
unmatched_source	horas	Tempora	114-0	sources/divinum-officium/web/www/horas/Latin/Tempora/114-0.txt	
unmatched_source	horas	Tempora	114-1	sources/divinum-officium/web/www/horas/Latin/Tempora/114-1.txt	
unmatched_source	horas	Tempora	114-2	sources/divinum-officium/web/www/horas/Latin/Tempora/114-2.txt	
unmatched_source	horas	Tempora	114-3	sources/divinum-officium/web/www/horas/Latin/Tempora/114-3.txt	
unmatched_source	horas	Tempora	114-4	sources/divinum-officium/web/www/horas/Latin/Tempora/114-4.txt	
unmatched_source	horas	Tempora	114-5	sources/divinum-officium/web/www/horas/Latin/Tempora/114-5.txt	
unmatched_source	horas	Tempora	114-6	sources/divinum-officium/web/www/horas/Latin/Tempora/114-6.txt	
unmatched_source	horas	Tempora	115-0	sources/divinum-officium/web/www/horas/Latin/Tempora/115-0.txt	
unmatched_source	horas	Tempora	115-1	sources/divinum-officium/web/www/horas/Latin/Tempora/115-1.txt	
unmatched_source	horas	Tempora	115-2	sources/divinum-officium/web/www/horas/Latin/Tempora/115-2.txt	
unmatched_source	horas	Tempora	115-3	sources/divinum-officium/web/www/horas/Latin/Tempora/115-3.txt	
unmatched_source	horas	Tempora	115-4	sources/divinum-officium/web/www/horas/Latin/Tempora/115-4.txt	
unmatched_source	horas	Tempora	115-5	sources/divinum-officium/web/www/horas/Latin/Tempora/115-5.txt	
unmatched_source	horas	Tempora	115-6	sources/divinum-officium/web/www/horas/Latin/Tempora/115-6.txt	
unmatched_source	horas	Tempora	XPRex	sources/divinum-officium/web/www/horas/Latin/Tempora/XPRex.txt	Sancti/10-DU
unmatched_source	horas	TemporaCist	Epi1-1	sources/divinum-officium/web/www/horas/Latin/TemporaCist/Epi1-1.txt	
unmatched_source	horas	TemporaCist	Epi1-2	sources/divinum-officium/web/www/horas/Latin/TemporaCist/Epi1-2.txt	TemporaCist/Epi1-1
unmatched_source	horas	TemporaCist	Epi1-3	sources/divinum-officium/web/www/horas/Latin/TemporaCist/Epi1-3.txt	TemporaCist/Epi1-1
unmatched_source	horas	TemporaCist	Epi1-4	sources/divinum-officium/web/www/horas/Latin/TemporaCist/Epi1-4.txt	TemporaCist/Epi1-1
unmatched_source	horas	TemporaCist	Epi1-5	sources/divinum-officium/web/www/horas/Latin/TemporaCist/Epi1-5.txt	TemporaCist/Epi1-1
unmatched_source	horas	TemporaCist	Epi1-6	sources/divinum-officium/web/www/horas/Latin/TemporaCist/Epi1-6.txt	TemporaCist/Epi1-1
unmatched_source	horas	TemporaM	081-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/081-0.txt	Tempora/081-0
unmatched_source	horas	TemporaM	082-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/082-0.txt	Tempora/082-0
unmatched_source	horas	TemporaM	083-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/083-0.txt	Tempora/083-0
unmatched_source	horas	TemporaM	084-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/084-0.txt	Tempora/084-0
unmatched_source	horas	TemporaM	085-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/085-0.txt	Tempora/085-0
unmatched_source	horas	TemporaM	091-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/091-0.txt	Tempora/091-0
unmatched_source	horas	TemporaM	092-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/092-0.txt	Tempora/092-0
unmatched_source	horas	TemporaM	093-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/093-0.txt	Tempora/093-0
unmatched_source	horas	TemporaM	094-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/094-0.txt	Tempora/094-0
unmatched_source	horas	TemporaM	095-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/095-0.txt	Tempora/095-0
unmatched_source	horas	TemporaM	101-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/101-0.txt	Tempora/101-0
unmatched_source	horas	TemporaM	102-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/102-0.txt	Tempora/102-0
unmatched_source	horas	TemporaM	103-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/103-0.txt	Tempora/103-0
unmatched_source	horas	TemporaM	104-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/104-0.txt	Tempora/104-0
unmatched_source	horas	TemporaM	105-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/105-0.txt	Tempora/105-0
unmatched_source	horas	TemporaM	111-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/111-0.txt	Tempora/111-0
unmatched_source	horas	TemporaM	111-1	sources/divinum-officium/web/www/horas/Latin/TemporaM/111-1.txt	Tempora/111-1
unmatched_source	horas	TemporaM	111-2	sources/divinum-officium/web/www/horas/Latin/TemporaM/111-2.txt	Tempora/111-2
unmatched_source	horas	TemporaM	111-3	sources/divinum-officium/web/www/horas/Latin/TemporaM/111-3.txt	Tempora/111-3
unmatched_source	horas	TemporaM	111-4	sources/divinum-officium/web/www/horas/Latin/TemporaM/111-4.txt	Tempora/111-4
unmatched_source	horas	TemporaM	111-5	sources/divinum-officium/web/www/horas/Latin/TemporaM/111-5.txt	Tempora/111-5
unmatched_source	horas	TemporaM	111-6	sources/divinum-officium/web/www/horas/Latin/TemporaM/111-6.txt	Tempora/111-6
unmatched_source	horas	TemporaM	112-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/112-0.txt	Tempora/112-0
unmatched_source	horas	TemporaM	112-1	sources/divinum-officium/web/www/horas/Latin/TemporaM/112-1.txt	Tempora/112-1
unmatched_source	horas	TemporaM	112-2	sources/divinum-officium/web/www/horas/Latin/TemporaM/112-2.txt	Tempora/112-2
unmatched_source	horas	TemporaM	112-3	sources/divinum-officium/web/www/horas/Latin/TemporaM/112-3.txt	Tempora/112-3
unmatched_source	horas	TemporaM	112-4	sources/divinum-officium/web/www/horas/Latin/TemporaM/112-4.txt	Tempora/112-4
unmatched_source	horas	TemporaM	112-5	sources/divinum-officium/web/www/horas/Latin/TemporaM/112-5.txt	Tempora/112-5
unmatched_source	horas	TemporaM	112-6	sources/divinum-officium/web/www/horas/Latin/TemporaM/112-6.txt	Tempora/112-6
unmatched_source	horas	TemporaM	113-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/113-0.txt	Tempora/113-0
unmatched_source	horas	TemporaM	113-1	sources/divinum-officium/web/www/horas/Latin/TemporaM/113-1.txt	Tempora/113-1
unmatched_source	horas	TemporaM	113-2	sources/divinum-officium/web/www/horas/Latin/TemporaM/113-2.txt	Tempora/113-2
unmatched_source	horas	TemporaM	113-3	sources/divinum-officium/web/www/horas/Latin/TemporaM/113-3.txt	Tempora/113-3
unmatched_source	horas	TemporaM	113-4	sources/divinum-officium/web/www/horas/Latin/TemporaM/113-4.txt	Tempora/113-4
unmatched_source	horas	TemporaM	113-5	sources/divinum-officium/web/www/horas/Latin/TemporaM/113-5.txt	Tempora/113-5
unmatched_source	horas	TemporaM	113-6	sources/divinum-officium/web/www/horas/Latin/TemporaM/113-6.txt	Tempora/113-6
unmatched_source	horas	TemporaM	114-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/114-0.txt	Tempora/114-0
unmatched_source	horas	TemporaM	114-1	sources/divinum-officium/web/www/horas/Latin/TemporaM/114-1.txt	Tempora/114-1
unmatched_source	horas	TemporaM	114-2	sources/divinum-officium/web/www/horas/Latin/TemporaM/114-2.txt	Tempora/114-2
unmatched_source	horas	TemporaM	114-3	sources/divinum-officium/web/www/horas/Latin/TemporaM/114-3.txt	Tempora/114-3
unmatched_source	horas	TemporaM	114-4	sources/divinum-officium/web/www/horas/Latin/TemporaM/114-4.txt	Tempora/114-4
unmatched_source	horas	TemporaM	114-5	sources/divinum-officium/web/www/horas/Latin/TemporaM/114-5.txt	Tempora/114-5
unmatched_source	horas	TemporaM	114-6	sources/divinum-officium/web/www/horas/Latin/TemporaM/114-6.txt	Tempora/114-6
unmatched_source	horas	TemporaM	115-0	sources/divinum-officium/web/www/horas/Latin/TemporaM/115-0.txt	Tempora/115-0
unmatched_source	horas	TemporaM	115-1	sources/divinum-officium/web/www/horas/Latin/TemporaM/115-1.txt	Tempora/115-1
unmatched_source	horas	TemporaM	115-2	sources/divinum-officium/web/www/horas/Latin/TemporaM/115-2.txt	Tempora/115-2
unmatched_source	horas	TemporaM	115-3	sources/divinum-officium/web/www/horas/Latin/TemporaM/115-3.txt	Tempora/115-3
unmatched_source	horas	TemporaM	115-4	sources/divinum-officium/web/www/horas/Latin/TemporaM/115-4.txt	Tempora/115-4
unmatched_source	horas	TemporaM	115-5	sources/divinum-officium/web/www/horas/Latin/TemporaM/115-5.txt	Tempora/115-5
unmatched_source	horas	TemporaM	115-6	sources/divinum-officium/web/www/horas/Latin/TemporaM/115-6.txt	Tempora/115-6
unmatched_source	horas	TemporaM	Pent02-6b	sources/divinum-officium/web/www/horas/Latin/TemporaM/Pent02-6b.txt	
unmatched_source	horas	TemporaOP	081-0	sources/divinum-officium/web/www/horas/Latin/TemporaOP/081-0.txt	Tempora/081-0
unmatched_source	horas	TemporaOP	081-1	sources/divinum-officium/web/www/horas/Latin/TemporaOP/081-1.txt	
unmatched_source	horas	TemporaOP	081-2	sources/divinum-officium/web/www/horas/Latin/TemporaOP/081-2.txt	
unmatched_source	horas	TemporaOP	081-3	sources/divinum-officium/web/www/horas/Latin/TemporaOP/081-3.txt	
unmatched_source	horas	TemporaOP	081-4	sources/divinum-officium/web/www/horas/Latin/TemporaOP/081-4.txt	
unmatched_source	horas	TemporaOP	081-5	sources/divinum-officium/web/www/horas/Latin/TemporaOP/081-5.txt	
unmatched_source	horas	TemporaOP	081-6	sources/divinum-officium/web/www/horas/Latin/TemporaOP/081-6.txt	
unmatched_source	horas	TemporaOP	082-0	sources/divinum-officium/web/www/horas/Latin/TemporaOP/082-0.txt	Tempora/082-0
unmatched_source	horas	TemporaOP	082-1	sources/divinum-officium/web/www/horas/Latin/TemporaOP/082-1.txt	
unmatched_source	horas	TemporaOP	082-2	sources/divinum-officium/web/www/horas/Latin/TemporaOP/082-2.txt	
unmatched_source	horas	TemporaOP	082-3	sources/divinum-officium/web/www/horas/Latin/TemporaOP/082-3.txt	
unmatched_source	horas	TemporaOP	082-4	sources/divinum-officium/web/www/horas/Latin/TemporaOP/082-4.txt	
unmatched_source	horas	TemporaOP	082-5	sources/divinum-officium/web/www/horas/Latin/TemporaOP/082-5.txt	
unmatched_source	horas	TemporaOP	082-6	sources/divinum-officium/web/www/horas/Latin/TemporaOP/082-6.txt	
unmatched_source	horas	TemporaOP	083-0	sources/divinum-officium/web/www/horas/Latin/TemporaOP/083-0.txt	Tempora/083-0
unmatched_source	horas	TemporaOP	083-1	sources/divinum-officium/web/www/horas/Latin/TemporaOP/083-1.txt	
unmatched_source	horas	TemporaOP	083-2	sources/divinum-officium/web/www/horas/Latin/TemporaOP/083-2.txt	
unmatched_source	horas	TemporaOP	083-3	sources/divinum-officium/web/www/horas/Latin/TemporaOP/083-3.txt	
unmatched_source	horas	TemporaOP	083-4	sources/divinum-officium/web/www/horas/Latin/TemporaOP/083-4.txt	
unmatched_source	horas	TemporaOP	083-5	sources/divinum-officium/web/www/horas/Latin/TemporaOP/083-5.txt	
unmatched_source	horas	TemporaOP	083-6	sources/divinum-officium/web/www/horas/Latin/TemporaOP/083-6.txt	
unmatched_source	horas	TemporaOP	084-0	sources/divinum-officium/web/www/horas/Latin/TemporaOP/084-0.txt	Tempora/084-0
unmatched_source	horas	TemporaOP	084-1	sources/divinum-officium/web/www/horas/Latin/TemporaOP/084-1.txt	
unmatched_source	horas	TemporaOP	084-2	sources/divinum-officium/web/www/horas/Latin/TemporaOP/084-2.txt	
unmatched_source	horas	TemporaOP	084-3	sources/divinum-officium/web/www/horas/Latin/TemporaOP/084-3.txt	Tempora/084-3
unmatched_source	horas	TemporaOP	084-4	sources/divinum-officium/web/www/horas/Latin/TemporaOP/084-4.txt	
unmatched_source	horas	TemporaOP	084-5	sources/divinum-officium/web/www/horas/Latin/TemporaOP/084-5.txt	
unmatched_source	horas	TemporaOP	084-6	sources/divinum-officium/web/www/horas/Latin/TemporaOP/084-6.txt	Tempora/084-6
unmatched_source	horas	TemporaOP	085-0	sources/divinum-officium/web/www/horas/Latin/TemporaOP/085-0.txt	Tempora/085-0
unmatched_source	horas	TemporaOP	085-1	sources/divinum-officium/web/www/horas/Latin/TemporaOP/085-1.txt	Tempora/085-1
unmatched_source	horas	TemporaOP	085-2	sources/divinum-officium/web/www/horas/Latin/TemporaOP/085-2.txt	Tempora/085-2
unmatched_source	horas	TemporaOP	085-3	sources/divinum-officium/web/www/horas/Latin/TemporaOP/085-3.txt	Tempora/085-3
unmatched_source	horas	TemporaOP	085-4	sources/divinum-officium/web/www/horas/Latin/TemporaOP/085-4.txt	Tempora/085-4
unmatched_source	horas	TemporaOP	085-5	sources/divinum-officium/web/www/horas/Latin/TemporaOP/085-5.txt	Tempora/085-5
unmatched_source	horas	TemporaOP	085-6	sources/divinum-officium/web/www/horas/Latin/TemporaOP/085-6.txt	Tempora/085-6
unmatched_source	horas	TemporaOP	091-0	sources/divinum-officium/web/www/horas/Latin/TemporaOP/091-0.txt	Tempora/091-0
unmatched_source	horas	TemporaOP	091-1	sources/divinum-officium/web/www/horas/Latin/TemporaOP/091-1.txt	Tempora/091-1
unmatched_source	horas	TemporaOP	091-2	sources/divinum-officium/web/www/horas/Latin/TemporaOP/091-2.txt	Tempora/091-2
unmatched_source	horas	TemporaOP	091-3	sources/divinum-officium/web/www/horas/Latin/TemporaOP/091-3.txt	Tempora/091-3
unmatched_source	horas	TemporaOP	091-4	sources/divinum-officium/web/www/horas/Latin/TemporaOP/091-4.txt	Tempora/091-4
unmatched_source	horas	TemporaOP	091-5	sources/divinum-officium/web/www/horas/Latin/TemporaOP/091-5.txt	Tempora/091-5
unmatched_source	horas	TemporaOP	091-6	sources/divinum-officium/web/www/horas/Latin/TemporaOP/091-6.txt	Tempora/091-6
unmatched_source	horas	TemporaOP	092-0	sources/divinum-officium/web/www/horas/Latin/TemporaOP/092-0.txt	Tempora/092-0
unmatched_source	horas	TemporaOP	092-1	sources/divinum-officium/web/www/horas/Latin/TemporaOP/092-1.txt	Tempora/092-1
unmatched_source	horas	TemporaOP	092-2	sources/divinum-officium/web/www/horas/Latin/TemporaOP/092-2.txt	Tempora/092-2
unmatched_source	horas	TemporaOP	092-3	sources/divinum-officium/web/www/horas/Latin/TemporaOP/092-3.txt	Tempora/092-3
unmatched_source	horas	TemporaOP	092-4	sources/divinum-officium/web/www/horas/Latin/TemporaOP/092-4.txt	Tempora/092-4
unmatched_source	horas	TemporaOP	092-5	sources/divinum-officium/web/www/horas/Latin/TemporaOP/092-5.txt	Tempora/092-5
unmatched_source	horas	TemporaOP	092-6	sources/divinum-officium/web/www/horas/Latin/TemporaOP/092-6.txt	Tempora/092-6
unmatched_source	horas	TemporaOP	093-0	sources/divinum-officium/web/www/horas/Latin/TemporaOP/093-0.txt	Tempora/093-0
unmatched_source	horas	TemporaOP	093-1	sources/divinum-officium/web/www/horas/Latin/TemporaOP/093-1.txt	Tempora/093-1
unmatched_source	horas	TemporaOP	093-2	sources/divinum-officium/web/www/horas/Latin/TemporaOP/093-2.txt	
unmatched_source	horas	TemporaOP	093-4	sources/divinum-officium/web/www/horas/Latin/TemporaOP/093-4.txt	Tempora/093-4
unmatched_source	horas	TemporaOP	094-0	sources/divinum-officium/web/www/horas/Latin/TemporaOP/094-0.txt	Tempora/094-0
unmatched_source	horas	TemporaOP	094-1	sources/divinum-officium/web/www/horas/Latin/TemporaOP/094-1.txt	Tempora/094-1
unmatched_source	horas	TemporaOP	094-2	sources/divinum-officium/web/www/horas/Latin/TemporaOP/094-2.txt	Tempora/094-2
unmatched_source	horas	TemporaOP	094-3	sources/divinum-officium/web/www/horas/Latin/TemporaOP/094-3.txt	Tempora/094-3
unmatched_source	horas	TemporaOP	094-4	sources/divinum-officium/web/www/horas/Latin/TemporaOP/094-4.txt	Tempora/094-4
unmatched_source	horas	TemporaOP	094-5	sources/divinum-officium/web/www/horas/Latin/TemporaOP/094-5.txt	Tempora/094-5
unmatched_source	horas	TemporaOP	094-6	sources/divinum-officium/web/www/horas/Latin/TemporaOP/094-6.txt	Tempora/094-6
unmatched_source	horas	TemporaOP	095-0	sources/divinum-officium/web/www/horas/Latin/TemporaOP/095-0.txt	Tempora/095-0
unmatched_source	horas	TemporaOP	095-1	sources/divinum-officium/web/www/horas/Latin/TemporaOP/095-1.txt	Tempora/095-1
unmatched_source	horas	TemporaOP	095-2	sources/divinum-officium/web/www/horas/Latin/TemporaOP/095-2.txt	Tempora/095-2
unmatched_source	horas	TemporaOP	095-3	sources/divinum-officium/web/www/horas/Latin/TemporaOP/095-3.txt	Tempora/095-3
unmatched_source	horas	TemporaOP	095-4	sources/divinum-officium/web/www/horas/Latin/TemporaOP/095-4.txt	Tempora/095-4
unmatched_source	horas	TemporaOP	095-5	sources/divinum-officium/web/www/horas/Latin/TemporaOP/095-5.txt	Tempora/095-5
